,price_diff,dex_price,cex_price,unix_datetime,pool_asset,cex_asset,date,time
522,99.5092,2.682200214,2.656,1675863113.0,SNX,SNX,2023-02-08,13:31:53
523,99.8926,1.00210018,0.99995,1675863123.0,USDT,USDT,2023-02-08,13:32:03
524,99.8259,22911.428775338,22831.795,1675863127.0,WBTC,WBTC,2023-02-08,13:32:07
525,99.8082,7728.591187403,7699.0,1675863131.0,YFI,YFI,2023-02-08,13:32:11
526,99.7287,15.00571309,14.9245,1675863133.0,ATOM,ATOM,2023-02-08,13:32:13
527,99.9099,99.253774953,99.075,1675863135.0,LTC,LTC,2023-02-08,13:32:15
528,99.7692,20.037260444,19.945,1675863143.0,AVAX,AVAX,2023-02-08,13:32:23
529,99.8774,131.973288306,131.65,1675863147.0,BCH,BCH,2023-02-08,13:32:27
530,99.7953,0.717057708,0.72,1675863150.0,AVA,AVA,2023-02-08,13:32:30
532,99.898,1647.711426934,1644.355,1675863158.0,ETH,ETH,2023-02-08,13:32:38
533,99.8694,1.546934583,1.5429,1675863159.0,TWT,TWT,2023-02-08,13:32:39
534,99.7522,22954.070449637,22840.595,1675863161.0,BTC,BTC,2023-02-08,13:32:41
535,99.8796,0.089841046,0.089625,1675863163.0,DOGE,DOGE,2023-02-08,13:32:43
536,98.0122,89.644426645,86.15,1675863164.0,AAVE,AAVE,2023-02-08,13:32:44
537,99.6245,1656.508379229,1644.115,1675863173.0,ETH,ETH,2023-02-08,13:32:53
538,99.5057,2.680368831,2.654,1675863183.0,SNX,SNX,2023-02-08,13:33:03
540,99.8677,22890.005715803,22829.54,1675863197.0,WBTC,WBTC,2023-02-08,13:33:17
541,99.8586,7723.314170565,7701.5,1675863201.0,YFI,YFI,2023-02-08,13:33:21
542,99.7561,14.985938163,14.913,1675863204.0,ATOM,ATOM,2023-02-08,13:33:24
544,99.8859,19.990576069,19.945,1675863215.0,AVAX,AVAX,2023-02-08,13:33:35
546,99.7359,0.716206298,0.72,1675863221.0,AVA,AVA,2023-02-08,13:33:41
550,99.801,22926.815564166,22835.75,1675863231.0,BTC,BTC,2023-02-08,13:33:51
552,98.0426,89.53798589,86.1,1675863234.0,AAVE,AAVE,2023-02-08,13:33:54
553,99.6655,1655.21031597,1644.175,1675863243.0,ETH,ETH,2023-02-08,13:34:03
554,99.5368,2.677186251,2.6525,1675863252.0,SNX,SNX,2023-02-08,13:34:12
557,99.84,7714.143769019,7689.5,1675863271.0,YFI,YFI,2023-02-08,13:34:31
558,99.8368,14.937175094,14.8885,1675863273.0,ATOM,ATOM,2023-02-08,13:34:33
560,99.8357,19.990576069,19.925,1675863283.0,AVAX,AVAX,2023-02-08,13:34:43
561,99.8988,131.816587695,131.55,1675863286.0,BCH,BCH,2023-02-08,13:34:46
562,99.7706,0.716206298,0.7195,1675863289.0,AVA,AVA,2023-02-08,13:34:49
564,99.8524,1648.04393838,1643.185,1675863297.0,ETH,ETH,2023-02-08,13:34:57
565,99.8977,1.545758867,1.5426,1675863298.0,TWT,TWT,2023-02-08,13:34:58
566,99.7852,22926.815564167,22828.53,1675863300.0,BTC,BTC,2023-02-08,13:35:00
567,99.9063,0.089793161,0.089625,1675863302.0,DOGE,DOGE,2023-02-08,13:35:02
568,98.0426,89.53798589,86.1,1675863304.0,AAVE,AAVE,2023-02-08,13:35:04
569,99.6184,1655.624064312,1643.035,1675863313.0,ETH,ETH,2023-02-08,13:35:13
570,99.518,2.677186251,2.6515,1675863323.0,SNX,SNX,2023-02-08,13:35:23
571,99.9144,1.001664361,0.99995,1675863333.0,USDT,USDT,2023-02-08,13:35:33
573,99.9082,7714.14376902,7700.0,1675863340.0,YFI,YFI,2023-02-08,13:35:40
576,99.9142,19.979243044,19.945,1675863353.0,AVAX,AVAX,2023-02-08,13:35:53
578,99.7422,0.715800267,0.7195,1675863359.0,AVA,AVA,2023-02-08,13:35:59
580,99.9025,1646.572050475,1643.365,1675863366.0,ETH,ETH,2023-02-08,13:36:06
581,99.8888,1.544882548,1.54145,1675863368.0,TWT,TWT,2023-02-08,13:36:08
582,99.8269,22913.817931325,22834.64,1675863370.0,BTC,BTC,2023-02-08,13:36:10
584,98.0999,89.487225161,86.15,1675863373.0,AAVE,AAVE,2023-02-08,13:36:13
585,99.6601,1655.299741844,1644.085,1675863383.0,ETH,ETH,2023-02-08,13:36:23
586,99.6499,2.675668505,2.657,1675863396.0,SNX,SNX,2023-02-08,13:36:36
594,99.7422,0.715800267,0.7195,1675863432.0,AVA,AVA,2023-02-08,13:37:12
597,99.8791,1.544882548,1.54115,1675863441.0,TWT,TWT,2023-02-08,13:37:21
598,99.8747,22913.817931327,22856.475,1675863443.0,BTC,BTC,2023-02-08,13:37:23
600,98.1579,89.487225161,86.25,1675863446.0,AAVE,AAVE,2023-02-08,13:37:26
601,99.6993,1655.299741331,1645.375,1675863457.0,ETH,ETH,2023-02-08,13:37:37
602,99.6687,2.675668505,2.658,1675863466.0,SNX,SNX,2023-02-08,13:37:46
610,99.6381,0.715800267,0.721,1675863503.0,AVA,AVA,2023-02-08,13:38:23
613,99.8742,1.544882548,1.541,1675863513.0,TWT,TWT,2023-02-08,13:38:33
614,99.9074,22913.817931327,22871.405,1675863514.0,BTC,BTC,2023-02-08,13:38:34
616,98.1869,89.487225161,86.3,1675863518.0,AAVE,AAVE,2023-02-08,13:38:38
617,99.7104,1656.221510486,1646.655,1675863527.0,ETH,ETH,2023-02-08,13:38:47
618,99.6875,2.675668505,2.659,1675863537.0,SNX,SNX,2023-02-08,13:38:57
626,99.6381,0.715800267,0.721,1675863575.0,AVA,AVA,2023-02-08,13:39:35
629,99.8839,1.544882548,1.5413,1675863585.0,TWT,TWT,2023-02-08,13:39:45
632,98.2158,89.487225161,86.35,1675863589.0,AAVE,AAVE,2023-02-08,13:39:49
633,99.7316,1656.413494297,1647.545,1675863598.0,ETH,ETH,2023-02-08,13:39:58
634,99.6781,2.675668505,2.6585,1675863608.0,SNX,SNX,2023-02-08,13:40:08
637,99.9009,7709.770479232,7694.5,1675863646.0,YFI,YFI,2023-02-08,13:40:46
642,99.6381,0.715800267,0.721,1675863664.0,AVA,AVA,2023-02-08,13:41:04
645,99.8572,1.544202606,1.5398,1675863693.0,TWT,TWT,2023-02-08,13:41:33
646,99.8873,22912.724065474,22861.15,1675863695.0,BTC,BTC,2023-02-08,13:41:35
647,99.855,0.089815125,0.089555,1675863697.0,DOGE,DOGE,2023-02-08,13:41:37
648,98.1579,89.487225161,86.25,1675863699.0,AAVE,AAVE,2023-02-08,13:41:39
649,99.6517,1657.339567016,1645.835,1675863707.0,ETH,ETH,2023-02-08,13:41:47
650,99.6029,2.675668505,2.6545,1675863718.0,SNX,SNX,2023-02-08,13:41:58
652,99.9102,22892.106439776,22851.015,1675863730.0,WBTC,WBTC,2023-02-08,13:42:10
653,99.8424,7709.770479232,7685.5,1675863735.0,YFI,YFI,2023-02-08,13:42:15
658,99.6098,0.715395791,0.721,1675863752.0,AVA,AVA,2023-02-08,13:42:32
661,99.7571,1.543330025,1.53585,1675863761.0,TWT,TWT,2023-02-08,13:42:41
662,99.9147,22903.515389129,22864.495,1675863763.0,BTC,BTC,2023-02-08,13:42:43
663,99.9,0.089764371,0.089585,1675863765.0,DOGE,DOGE,2023-02-08,13:42:45
664,98.2441,89.436658699,86.35,1675863766.0,AAVE,AAVE,2023-02-08,13:42:46
665,99.6303,1657.324380812,1645.115,1675863775.0,ETH,ETH,2023-02-08,13:42:55
666,99.584,2.674156568,2.652,1675863784.0,SNX,SNX,2023-02-08,13:43:04
668,99.9062,22879.170818828,22836.3,1675863796.0,WBTC,WBTC,2023-02-08,13:43:16
669,99.8283,7705.413926515,7679.0,1675863801.0,YFI,YFI,2023-02-08,13:43:21
670,99.8754,14.936674216,14.8995,1675863802.0,ATOM,ATOM,2023-02-08,13:43:22
672,99.8228,19.995735692,19.925,1675863812.0,AVAX,AVAX,2023-02-08,13:43:32
674,99.6098,0.715395791,0.721,1675863818.0,AVA,AVA,2023-02-08,13:43:38
675,99.9048,326.771743543,326.15,1675863820.0,BNB,BNB,2023-02-08,13:43:40
676,99.8895,1648.101918869,1644.465,1675863826.0,ETH,ETH,2023-02-08,13:43:46
677,99.7652,1.543330025,1.5361,1675863829.0,TWT,TWT,2023-02-08,13:43:49
678,99.879,22903.52867152,22848.155,1675863831.0,BTC,BTC,2023-02-08,13:43:51
679,99.8386,0.089764371,0.089475,1675863832.0,DOGE,DOGE,2023-02-08,13:43:52
680,98.1572,89.436658699,86.2,1675863834.0,AAVE,AAVE,2023-02-08,13:43:54
681,99.6163,1657.323659139,1644.655,1675863843.0,ETH,ETH,2023-02-08,13:44:03
682,99.584,2.674156568,2.652,1675863854.0,SNX,SNX,2023-02-08,13:44:14
685,99.8836,7705.413926517,7687.5,1675863871.0,YFI,YFI,2023-02-08,13:44:31
689,99.8933,131.730728619,131.45,1675863885.0,BCH,BCH,2023-02-08,13:44:45
690,99.4998,0.713823341,0.721,1675863888.0,AVA,AVA,2023-02-08,13:44:48
696,98.2962,89.240075671,86.25,1675863903.0,AAVE,AAVE,2023-02-08,13:45:03
697,99.7087,1654.67667219,1645.065,1675863911.0,ETH,ETH,2023-02-08,13:45:11
698,99.6374,2.668278734,2.649,1675863920.0,SNX,SNX,2023-02-08,13:45:20
699,99.9057,1.001838228,0.99995,1675863929.0,USDT,USDT,2023-02-08,13:45:29
700,99.8933,22888.090142926,22839.285,1675863933.0,WBTC,WBTC,2023-02-08,13:45:33
705,99.8587,131.822066164,131.45,1675863952.0,BCH,BCH,2023-02-08,13:45:52
706,99.4998,0.713823341,0.721,1675863955.0,AVA,AVA,2023-02-08,13:45:55
712,98.2962,89.240075671,86.25,1675863970.0,AAVE,AAVE,2023-02-08,13:46:10
713,99.7436,1653.390839488,1644.935,1675863979.0,ETH,ETH,2023-02-08,13:46:19
714,99.6469,2.668278734,2.6495,1675863989.0,SNX,SNX,2023-02-08,13:46:29
715,99.9057,1.001838228,0.99995,1675863999.0,USDT,USDT,2023-02-08,13:46:39
716,99.897,22885.288652349,22838.18,1675864003.0,WBTC,WBTC,2023-02-08,13:46:43
722,99.5692,0.713823341,0.72,1675864026.0,AVA,AVA,2023-02-08,13:47:06
725,99.9098,1.540277184,1.5375,1675864034.0,TWT,TWT,2023-02-08,13:47:14
728,98.3541,89.240075671,86.35,1675864040.0,AAVE,AAVE,2023-02-08,13:47:20
729,99.7666,1654.068770582,1646.365,1675864049.0,ETH,ETH,2023-02-08,13:47:29
730,99.6657,2.668278734,2.6505,1675864059.0,SNX,SNX,2023-02-08,13:47:39
731,99.9194,1.001563873,0.99995,1675864068.0,USDT,USDT,2023-02-08,13:47:48
732,99.9102,22881.287831978,22840.235,1675864072.0,WBTC,WBTC,2023-02-08,13:47:52
737,99.8857,131.550446751,131.25,1675864092.0,BCH,BCH,2023-02-08,13:48:12
738,99.5692,0.713823341,0.72,1675864095.0,AVA,AVA,2023-02-08,13:48:15
741,99.8951,1.540277184,1.53705,1675864104.0,TWT,TWT,2023-02-08,13:48:24
744,98.2962,89.240075671,86.25,1675864109.0,AAVE,AAVE,2023-02-08,13:48:29
745,99.7405,1654.068769927,1645.505,1675864117.0,ETH,ETH,2023-02-08,13:48:37
746,99.5713,2.668278734,2.6455,1675864128.0,SNX,SNX,2023-02-08,13:48:48
747,99.9194,1.001563873,0.99995,1675864137.0,USDT,USDT,2023-02-08,13:48:57
748,99.8978,22881.287831979,22834.57,1675864141.0,WBTC,WBTC,2023-02-08,13:49:01
750,99.9101,14.929321811,14.9025,1675864148.0,ATOM,ATOM,2023-02-08,13:49:08
753,99.8476,131.550446751,131.15,1675864161.0,BCH,BCH,2023-02-08,13:49:21
754,99.5345,0.713823341,0.7205,1675864164.0,AVA,AVA,2023-02-08,13:49:24
756,99.8963,1648.49922123,1645.085,1675864172.0,ETH,ETH,2023-02-08,13:49:32
757,99.8756,1.540277184,1.53645,1675864173.0,TWT,TWT,2023-02-08,13:49:33
758,99.9071,22883.659342985,22841.195,1675864175.0,BTC,BTC,2023-02-08,13:49:35
760,98.2382,89.240075671,86.15,1675864179.0,AAVE,AAVE,2023-02-08,13:49:39
761,99.6949,1655.072419003,1645.005,1675864187.0,ETH,ETH,2023-02-08,13:49:47
762,99.5335,2.668278734,2.6435,1675864196.0,SNX,SNX,2023-02-08,13:49:56
763,99.8803,1.00234767,0.99995,1675864206.0,USDT,USDT,2023-02-08,13:50:06
764,99.8775,22881.287831979,22825.28,1675864210.0,WBTC,WBTC,2023-02-08,13:50:10
765,99.9123,7688.47731877,7675.0,1675864215.0,YFI,YFI,2023-02-08,13:50:15
766,99.8493,14.925402744,14.8805,1675864217.0,ATOM,ATOM,2023-02-08,13:50:17
769,99.8298,131.396383038,130.95,1675864230.0,BCH,BCH,2023-02-08,13:50:30
770,99.5106,0.712987355,0.72,1675864233.0,AVA,AVA,2023-02-08,13:50:33
776,98.2387,89.135563236,86.05,1675864246.0,AAVE,AAVE,2023-02-08,13:50:46
777,99.7591,1653.371597981,1645.425,1675864255.0,ETH,ETH,2023-02-08,13:50:55
778,99.6299,2.665153812,2.6455,1675864265.0,SNX,SNX,2023-02-08,13:51:05
782,99.9063,14.907923039,14.88,1675864285.0,ATOM,ATOM,2023-02-08,13:51:25
785,99.8721,131.285368805,130.95,1675864298.0,BCH,BCH,2023-02-08,13:51:38
786,99.5106,0.712987355,0.72,1675864300.0,AVA,AVA,2023-02-08,13:51:40
792,98.2967,89.135563236,86.15,1675864315.0,AAVE,AAVE,2023-02-08,13:51:55
793,99.7705,1654.270140636,1646.695,1675864324.0,ETH,ETH,2023-02-08,13:52:04
794,99.6771,2.665153812,2.648,1675864333.0,SNX,SNX,2023-02-08,13:52:13
802,99.5106,0.712987355,0.72,1675864369.0,AVA,AVA,2023-02-08,13:52:49
805,99.9179,1.53952671,1.537,1675864378.0,TWT,TWT,2023-02-08,13:52:58
808,98.2967,89.135563236,86.15,1675864382.0,AAVE,AAVE,2023-02-08,13:53:02
809,99.7776,1653.964150097,1646.625,1675864391.0,ETH,ETH,2023-02-08,13:53:11
810,99.7055,2.665153812,2.6495,1675864401.0,SNX,SNX,2023-02-08,13:53:21
818,99.5106,0.712987355,0.72,1675864434.0,AVA,AVA,2023-02-08,13:53:54
824,98.3547,89.135563236,86.25,1675864446.0,AAVE,AAVE,2023-02-08,13:54:06
825,99.7889,1653.96414937,1646.995,1675864454.0,ETH,ETH,2023-02-08,13:54:14
826,99.7055,2.665153812,2.6495,1675864464.0,SNX,SNX,2023-02-08,13:54:24
833,99.8881,131.243442593,130.95,1675864494.0,BCH,BCH,2023-02-08,13:54:54
834,99.5106,0.712987355,0.72,1675864496.0,AVA,AVA,2023-02-08,13:54:56
840,98.3547,89.135563236,86.25,1675864511.0,AAVE,AAVE,2023-02-08,13:55:11
841,99.8001,1653.351384975,1646.755,1675864519.0,ETH,ETH,2023-02-08,13:55:19
842,99.7055,2.665153812,2.6495,1675864528.0,SNX,SNX,2023-02-08,13:55:28
849,99.9164,131.169054018,130.95,1675864560.0,BCH,BCH,2023-02-08,13:56:00
850,99.6952,0.715623584,0.72,1675864563.0,AVA,AVA,2023-02-08,13:56:03
856,98.411,89.138478447,86.35,1675864584.0,AAVE,AAVE,2023-02-08,13:56:24
857,99.8301,1653.92676759,1648.315,1675864592.0,ETH,ETH,2023-02-08,13:56:32
858,99.7227,2.665240977,2.6505,1675864602.0,SNX,SNX,2023-02-08,13:56:42
866,99.6952,0.715623584,0.72,1675864635.0,AVA,AVA,2023-02-08,13:57:15
869,99.9001,1.539573164,1.5365,1675864643.0,TWT,TWT,2023-02-08,13:57:23
872,98.411,89.138478447,86.35,1675864648.0,AAVE,AAVE,2023-02-08,13:57:28
873,99.8184,1654.250777778,1648.255,1675864656.0,ETH,ETH,2023-02-08,13:57:36
874,99.7698,2.665240977,2.653,1675864666.0,SNX,SNX,2023-02-08,13:57:46
877,99.8974,7679.724211535,7695.5,1675864682.0,YFI,YFI,2023-02-08,13:58:02
881,99.894,131.227910197,130.95,1675864695.0,BCH,BCH,2023-02-08,13:58:15
882,99.7176,0.715944688,0.72,1675864698.0,AVA,AVA,2023-02-08,13:58:18
888,98.3886,89.178475306,86.35,1675864711.0,AAVE,AAVE,2023-02-08,13:58:31
889,99.7748,1655.201821885,1647.765,1675864719.0,ETH,ETH,2023-02-08,13:58:39
890,99.7474,2.666436883,2.653,1675864728.0,SNX,SNX,2023-02-08,13:58:48
897,99.8356,131.180699337,130.75,1675864758.0,BCH,BCH,2023-02-08,13:59:18
898,99.7176,0.715944688,0.72,1675864761.0,AVA,AVA,2023-02-08,13:59:21
904,98.4465,89.178475307,86.45,1675864774.0,AAVE,AAVE,2023-02-08,13:59:34
905,99.7873,1655.201821376,1648.175,1675864782.0,ETH,ETH,2023-02-08,13:59:42
906,99.738,2.666436883,2.6525,1675864791.0,SNX,SNX,2023-02-08,13:59:51
911,99.9014,99.06008748,98.865,1675864810.0,LTC,LTC,2023-02-08,14:00:10
913,99.8678,130.995934789,130.65,1675864821.0,BCH,BCH,2023-02-08,14:00:21
914,99.7176,0.715944688,0.72,1675864825.0,AVA,AVA,2023-02-08,14:00:25
920,98.3307,89.178475307,86.25,1675864837.0,AAVE,AAVE,2023-02-08,14:00:37
921,99.7471,1655.438054868,1647.085,1675864860.0,ETH,ETH,2023-02-08,14:01:00
922,99.738,2.666436883,2.6525,1675864869.0,SNX,SNX,2023-02-08,14:01:09
926,99.8421,14.907334816,14.9545,1675864888.0,ATOM,ATOM,2023-02-08,14:01:28
927,99.861,99.06008748,98.785,1675864890.0,LTC,LTC,2023-02-08,14:01:30
929,99.8946,130.925630475,130.65,1675864901.0,BCH,BCH,2023-02-08,14:01:41
930,99.7052,0.715766952,0.72,1675864903.0,AVA,AVA,2023-02-08,14:01:43
933,99.9168,1.538357393,1.5358,1675864913.0,TWT,TWT,2023-02-08,14:01:53
936,98.401,89.156336433,86.35,1675864917.0,AAVE,AAVE,2023-02-08,14:01:57
937,99.7467,1655.047326349,1646.685,1675864925.0,ETH,ETH,2023-02-08,14:02:05
938,99.6749,2.665774931,2.6485,1675864934.0,SNX,SNX,2023-02-08,14:02:14
943,99.8825,98.897224442,98.665,1675864954.0,LTC,LTC,2023-02-08,14:02:34
944,99.9108,19.950557264,19.915,1675864962.0,AVAX,AVAX,2023-02-08,14:02:42
945,99.8672,130.897210514,130.55,1675864965.0,BCH,BCH,2023-02-08,14:02:45
946,99.6943,0.715611581,0.72,1675864968.0,AVA,AVA,2023-02-08,14:02:48
949,99.9179,1.538023462,1.5355,1675864976.0,TWT,TWT,2023-02-08,14:02:56
952,98.2959,89.136983312,86.15,1675864981.0,AAVE,AAVE,2023-02-08,14:03:01
953,99.7137,1654.781798992,1645.335,1675864989.0,ETH,ETH,2023-02-08,14:03:09
954,99.6669,2.665196272,2.6475,1675864999.0,SNX,SNX,2023-02-08,14:03:19
959,99.9131,98.78657406,98.615,1675865019.0,LTC,LTC,2023-02-08,14:03:39
960,99.9116,19.950239424,19.915,1675865027.0,AVAX,AVAX,2023-02-08,14:03:47
961,99.868,130.89512514,130.55,1675865031.0,BCH,BCH,2023-02-08,14:03:51
962,99.763,0.71560018,0.719,1675865033.0,AVA,AVA,2023-02-08,14:03:53
968,98.2967,89.135563236,86.15,1675865047.0,AAVE,AAVE,2023-02-08,14:04:07
969,99.7042,1654.776590748,1645.015,1675865055.0,ETH,ETH,2023-02-08,14:04:15
970,99.5732,2.665153812,2.6425,1675865065.0,SNX,SNX,2023-02-08,14:04:25
973,99.8747,7684.226853146,7665.0,1675865083.0,YFI,YFI,2023-02-08,14:04:43
974,99.8627,14.919409227,14.8785,1675865085.0,ATOM,ATOM,2023-02-08,14:04:45
975,99.8586,98.763826056,98.485,1675865086.0,LTC,LTC,2023-02-08,14:04:46
976,99.8108,19.940321365,19.865,1675865129.0,AVAX,AVAX,2023-02-08,14:05:29
977,99.7551,130.789064081,130.15,1675865133.0,BCH,BCH,2023-02-08,14:05:33
978,99.7978,0.71560018,0.7185,1675865135.0,AVA,AVA,2023-02-08,14:05:35
979,99.8902,326.265791775,325.55,1675865137.0,BNB,BNB,2023-02-08,14:05:37
980,99.8986,1645.909105868,1642.575,1675865143.0,ETH,ETH,2023-02-08,14:05:43
981,99.878,1.537998959,1.53425,1675865145.0,TWT,TWT,2023-02-08,14:05:45
982,99.8855,22876.720266804,22824.375,1675865147.0,BTC,BTC,2023-02-08,14:05:47
983,99.855,0.089534267,0.089275,1675865148.0,DOGE,DOGE,2023-02-08,14:05:48
984,98.2387,89.135563236,86.05,1675865150.0,AAVE,AAVE,2023-02-08,14:05:50
985,99.615,1654.776590239,1642.085,1675865159.0,ETH,ETH,2023-02-08,14:05:59
986,99.4121,2.665153812,2.634,1675865168.0,SNX,SNX,2023-02-08,14:06:08
988,99.8343,22885.621759735,22809.895,1675865179.0,WBTC,WBTC,2023-02-08,14:06:19
989,99.7179,7684.226853144,7641.0,1675865184.0,YFI,YFI,2023-02-08,14:06:24
990,99.7085,14.914711212,14.828,1675865185.0,ATOM,ATOM,2023-02-08,14:06:25
991,99.7789,98.670329964,98.235,1675865187.0,LTC,LTC,2023-02-08,14:06:27
992,99.8384,19.919261222,19.855,1675865195.0,AVAX,AVAX,2023-02-08,14:06:35
993,99.8262,130.502815354,130.05,1675865198.0,BCH,BCH,2023-02-08,14:06:38
994,99.7798,0.714844393,0.718,1675865201.0,AVA,AVA,2023-02-08,14:06:41
996,99.8841,1644.170764743,1640.365,1675865207.0,ETH,ETH,2023-02-08,14:06:47
997,99.7152,1.536729799,1.528,1675865209.0,TWT,TWT,2023-02-08,14:06:49
998,99.9008,22852.558821001,22807.27,1675865211.0,BTC,BTC,2023-02-08,14:06:51
999,99.8798,0.089439705,0.089225,1675865213.0,DOGE,DOGE,2023-02-08,14:06:53
1000,98.2334,89.041421941,85.95,1675865215.0,AAVE,AAVE,2023-02-08,14:06:55
1001,99.6592,1653.165452263,1641.935,1675865223.0,ETH,ETH,2023-02-08,14:07:03
1002,99.5787,2.662338987,2.64,1675865233.0,SNX,SNX,2023-02-08,14:07:13
1004,99.9068,22859.620612305,22817.045,1675865245.0,WBTC,WBTC,2023-02-08,14:07:25
1005,99.8917,7676.111090549,7659.5,1675865250.0,YFI,YFI,2023-02-08,14:07:30
1010,99.6546,0.713056509,0.718,1675865269.0,AVA,AVA,2023-02-08,14:07:49
1011,99.9127,325.58082436,326.15,1675865271.0,BNB,BNB,2023-02-08,14:07:51
1016,98.4167,88.818722118,86.05,1675865282.0,AAVE,AAVE,2023-02-08,14:08:02
1017,99.7615,1648.86147241,1641.015,1675865290.0,ETH,ETH,2023-02-08,14:08:10
1018,99.666,2.655680261,2.638,1675865300.0,SNX,SNX,2023-02-08,14:08:20
1026,99.658,0.713105035,0.718,1675865335.0,AVA,AVA,2023-02-08,14:08:55
1032,98.297,88.824766536,85.85,1675865352.0,AAVE,AAVE,2023-02-08,14:09:12
1033,99.7043,1649.158459291,1639.435,1675865360.0,ETH,ETH,2023-02-08,14:09:20
1034,99.5962,2.655860989,2.6345,1675865369.0,SNX,SNX,2023-02-08,14:09:29
1042,99.6546,0.713056509,0.718,1675865402.0,AVA,AVA,2023-02-08,14:10:02
1048,98.3586,88.818722118,85.95,1675865418.0,AAVE,AAVE,2023-02-08,14:10:18
1049,99.7447,1648.961901111,1640.565,1675865439.0,ETH,ETH,2023-02-08,14:10:39
1050,99.5617,2.655680261,2.6325,1675865450.0,SNX,SNX,2023-02-08,14:10:50
1058,99.6546,0.713056509,0.718,1675865527.0,AVA,AVA,2023-02-08,14:12:07
1064,98.3004,88.818722118,85.85,1675865541.0,AAVE,AAVE,2023-02-08,14:12:21
1065,99.7388,1649.177220458,1640.585,1675865549.0,ETH,ETH,2023-02-08,14:12:29
1066,99.3904,2.655680261,2.6235,1675865559.0,SNX,SNX,2023-02-08,14:12:39
1069,99.8207,7656.912513669,7629.5,1675865575.0,YFI,YFI,2023-02-08,14:12:55
1074,99.5942,0.712196486,0.718,1675865592.0,AVA,AVA,2023-02-08,14:13:12
1080,98.3607,88.711597144,85.85,1675865604.0,AAVE,AAVE,2023-02-08,14:13:24
1081,99.7851,1648.57695242,1641.505,1675865613.0,ETH,ETH,2023-02-08,14:13:33
1082,99.4698,2.652477224,2.6245,1675865622.0,SNX,SNX,2023-02-08,14:13:42
1085,99.8679,7647.677450038,7627.5,1675865639.0,YFI,YFI,2023-02-08,14:13:59
1088,99.8918,19.837872333,19.795,1675865650.0,AVAX,AVAX,2023-02-08,14:14:10
1089,99.9162,130.168063282,129.95,1675865653.0,BCH,BCH,2023-02-08,14:14:13
1090,99.5942,0.712196486,0.718,1675865656.0,AVA,AVA,2023-02-08,14:14:16
1096,98.2441,88.711597144,85.65,1675865668.0,AAVE,AAVE,2023-02-08,14:14:28
1097,99.732,1649.571719106,1640.755,1675865676.0,ETH,ETH,2023-02-08,14:14:36
1098,99.3554,2.652477224,2.6185,1675865686.0,SNX,SNX,2023-02-08,14:14:46
1101,99.8122,7647.677450038,7619.0,1675865703.0,YFI,YFI,2023-02-08,14:15:03
1102,99.9127,14.848902025,14.823,1675865705.0,ATOM,ATOM,2023-02-08,14:15:05
1103,99.8953,98.300683426,98.095,1675865706.0,LTC,LTC,2023-02-08,14:15:06
1104,99.9171,19.837872333,19.805,1675865714.0,AVAX,AVAX,2023-02-08,14:15:14
1106,99.5942,0.712196486,0.718,1675865720.0,AVA,AVA,2023-02-08,14:15:20
1112,98.2441,88.711597144,85.65,1675865733.0,AAVE,AAVE,2023-02-08,14:15:33
1113,99.7259,1649.571718458,1640.555,1675865741.0,ETH,ETH,2023-02-08,14:15:41
1114,99.4603,2.652477224,2.624,1675865751.0,SNX,SNX,2023-02-08,14:15:51
1122,99.5942,0.712196486,0.718,1675865791.0,AVA,AVA,2023-02-08,14:16:31
1125,99.8621,1.531820584,1.53605,1675865799.0,TWT,TWT,2023-02-08,14:16:39
1128,98.4189,88.711597144,85.95,1675865804.0,AAVE,AAVE,2023-02-08,14:16:44
1129,99.7902,1649.571717811,1642.665,1675865812.0,ETH,ETH,2023-02-08,14:16:52
1130,99.5365,2.652477224,2.628,1675865821.0,SNX,SNX,2023-02-08,14:17:01
1138,99.5983,0.712254615,0.718,1675865854.0,AVA,AVA,2023-02-08,14:17:34
1141,99.9068,1.535809903,1.53295,1675865863.0,TWT,TWT,2023-02-08,14:17:43
1144,98.3275,88.718837715,85.8,1675865867.0,AAVE,AAVE,2023-02-08,14:17:47
1145,99.7892,1648.791685104,1641.855,1675865876.0,ETH,ETH,2023-02-08,14:17:56
1146,99.4181,2.652693717,2.622,1675865885.0,SNX,SNX,2023-02-08,14:18:05
1149,99.9162,7648.301647511,7635.5,1675865901.0,YFI,YFI,2023-02-08,14:18:21
1150,99.8869,14.855576992,14.822,1675865903.0,ATOM,ATOM,2023-02-08,14:18:23
1152,99.9073,19.82170481,19.785,1675865913.0,AVAX,AVAX,2023-02-08,14:18:33
1154,99.6108,0.712432544,0.718,1675865919.0,AVA,AVA,2023-02-08,14:18:39
1157,99.8535,1.536193567,1.5317,1675865928.0,TWT,TWT,2023-02-08,14:18:48
1159,99.8998,0.089263739,0.089085,1675865930.0,DOGE,DOGE,2023-02-08,14:18:50
1160,98.2859,88.741000732,85.75,1675865932.0,AAVE,AAVE,2023-02-08,14:18:52
1161,99.7448,1648.898686688,1640.505,1675865940.0,ETH,ETH,2023-02-08,14:19:00
1162,99.3006,2.653356391,2.6165,1675865949.0,SNX,SNX,2023-02-08,14:19:09
1165,99.8513,7650.212283901,7627.5,1675865966.0,YFI,YFI,2023-02-08,14:19:26
1166,99.8187,14.859288092,14.8055,1675865967.0,ATOM,ATOM,2023-02-08,14:19:27
